series,issued_at_local,feature_row_utc,target_utc,target_local,horizon_h,forecast,p10,p90,published_at_issue,published_value,naive_same_hour_yesterday,unit
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T10:00:00,2026-09-19T12:00:00+02:00,1,28.9911,,,True,28.755,320.3275,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T11:00:00,2026-09-19T13:00:00+02:00,2,30.6018,,,True,30.5025,277.9775,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T12:00:00,2026-09-19T14:00:00+02:00,3,33.4236,,,True,32.85,274.9,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T13:00:00,2026-09-19T15:00:00+02:00,4,41.3666,,,True,41.4075,280.26,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T14:00:00,2026-09-19T16:00:00+02:00,5,65.9621,,,True,65.165,348.895,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T15:00:00,2026-09-19T17:00:00+02:00,6,100.7102,,,True,99.1975,443.7525,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T16:00:00,2026-09-19T18:00:00+02:00,7,161.1776,,,True,160.9725,444.5975,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T17:00:00,2026-09-19T19:00:00+02:00,8,156.4691,,,True,154.59,435.175,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T18:00:00,2026-09-19T20:00:00+02:00,9,105.9436,,,True,105.4975,383.6325,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T19:00:00,2026-09-19T21:00:00+02:00,10,65.9015,,,True,66.97,319.54,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T20:00:00,2026-09-19T22:00:00+02:00,11,47.9169,,,True,46.35,218.8175,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T21:00:00,2026-09-19T23:00:00+02:00,12,38.7959,,,True,37.8775,166.8475,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T22:00:00,2026-09-20T00:00:00+02:00,13,64.3844,-66.3897,151.4203,False,,134.9575,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-19T23:00:00,2026-09-20T01:00:00+02:00,14,33.1056,-87.6307,121.7964,False,,109.055,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-20T00:00:00,2026-09-20T02:00:00+02:00,15,31.1619,-50.8947,149.6495,False,,86.4875,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-20T01:00:00,2026-09-20T03:00:00+02:00,16,17.4688,-71.6672,123.9872,False,,79.85,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-20T02:00:00,2026-09-20T04:00:00+02:00,17,16.3716,-76.1617,135.3505,False,,82.2775,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-20T03:00:00,2026-09-20T05:00:00+02:00,18,31.4312,-101.1702,215.9067,False,,65.8975,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-20T04:00:00,2026-09-20T06:00:00+02:00,19,25.1681,-139.4767,212.9918,False,,76.6325,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-20T05:00:00,2026-09-20T07:00:00+02:00,20,22.6006,-189.2254,441.5734,False,,86.685,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-20T06:00:00,2026-09-20T08:00:00+02:00,21,31.4425,-174.0571,458.8983,False,,91.035,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-20T07:00:00,2026-09-20T09:00:00+02:00,22,37.9286,-175.9162,401.9882,False,,68.55,SEK/MWh
power_price_SE1,2026-09-19T11:00:57.337478+02:00,2026-09-19T09:00:00,2026-09-20T08:00:00,2026-09-20T10:00:00+02:00,23,57.2565,-147.1654,280.8504,False,,28.1075,SEK/MWh
