series,track,version,issued_at_local,target_utc,target_local,forecast,p10,p90,unit
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-19T22:00:00,2026-09-20T00:00:00+02:00,10.0,3.0,25.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-19T23:00:00,2026-09-20T01:00:00+02:00,9.0,3.0,22.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-20T00:00:00,2026-09-20T02:00:00+02:00,8.0,2.0,20.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-20T01:00:00,2026-09-20T03:00:00+02:00,6.0,1.0,16.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-20T02:00:00,2026-09-20T04:00:00+02:00,6.0,1.0,16.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-20T03:00:00,2026-09-20T05:00:00+02:00,6.0,1.0,18.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-20T04:00:00,2026-09-20T06:00:00+02:00,7.0,2.0,20.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-20T05:00:00,2026-09-20T07:00:00+02:00,8.0,2.0,20.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-20T06:00:00,2026-09-20T08:00:00+02:00,8.0,2.0,22.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-20T07:00:00,2026-09-20T09:00:00+02:00,7.0,2.0,20.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-20T08:00:00,2026-09-20T10:00:00+02:00,6.0,1.0,18.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-19T17:08:35.210347+02:00,2026-09-20T09:00:00,2026-09-20T11:00:00+02:00,6.0,1.0,18.0,EUR/MW
