series,track,version,issued_at_local,target_utc,target_local,forecast,p10,p90,unit
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-19T22:00:00,2026-09-20T00:00:00+02:00,11.8,9.0,17.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-19T23:00:00,2026-09-20T01:00:00+02:00,11.2,8.5,16.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T00:00:00,2026-09-20T02:00:00+02:00,11.1,8.5,16.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T01:00:00,2026-09-20T03:00:00+02:00,11.8,9.0,17.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T02:00:00,2026-09-20T04:00:00+02:00,12.4,9.5,18.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T03:00:00,2026-09-20T05:00:00+02:00,12.6,9.5,18.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T04:00:00,2026-09-20T06:00:00+02:00,12.2,9.0,18.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T05:00:00,2026-09-20T07:00:00+02:00,11.8,8.5,17.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T06:00:00,2026-09-20T08:00:00+02:00,11.8,8.5,18.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T07:00:00,2026-09-20T09:00:00+02:00,11.7,8.5,17.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T08:00:00,2026-09-20T10:00:00+02:00,12.0,9.0,18.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T09:00:00,2026-09-20T11:00:00+02:00,12.4,9.5,19.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T10:00:00,2026-09-20T12:00:00+02:00,12.5,9.5,19.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T11:00:00,2026-09-20T13:00:00+02:00,12.6,9.5,19.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T12:00:00,2026-09-20T14:00:00+02:00,12.7,9.5,20.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T13:00:00,2026-09-20T15:00:00+02:00,13.0,10.0,20.0,EUR/MW
fcr_n_a1,Scout,v0.1,2026-09-19T00:06:23.059168+02:00,2026-09-20T14:00:00,2026-09-20T16:00:00+02:00,13.8,10.0,22.0,EUR/MW
