series,issued_at_local,feature_row_utc,target_utc,target_local,horizon_h,forecast,p10,p90,published_at_issue,published_value,naive_same_hour_yesterday,unit
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T10:00:00,2026-09-13T12:00:00+02:00,1,160.6973,,,True,162.0475,372.835,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T11:00:00,2026-09-13T13:00:00+02:00,2,171.3072,,,True,168.795,351.7625,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T12:00:00,2026-09-13T14:00:00+02:00,3,202.1013,,,True,199.85,338.7275,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T13:00:00,2026-09-13T15:00:00+02:00,4,240.8004,,,True,237.88,353.84,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T14:00:00,2026-09-13T16:00:00+02:00,5,283.2375,,,True,282.885,380.7,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T15:00:00,2026-09-13T17:00:00+02:00,6,298.2671,,,True,300.805,500.0975,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T16:00:00,2026-09-13T18:00:00+02:00,7,329.5801,,,True,330.845,404.13,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T17:00:00,2026-09-13T19:00:00+02:00,8,298.169,,,True,299.2525,374.2675,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T18:00:00,2026-09-13T20:00:00+02:00,9,249.8765,,,True,248.5425,361.035,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T19:00:00,2026-09-13T21:00:00+02:00,10,221.43,,,True,220.245,304.8475,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T20:00:00,2026-09-13T22:00:00+02:00,11,187.234,,,True,181.175,257.0575,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T21:00:00,2026-09-13T23:00:00+02:00,12,174.3821,,,True,169.2475,217.615,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T22:00:00,2026-09-14T00:00:00+02:00,13,220.2751,89.5009,307.311,False,,54.2575,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-13T23:00:00,2026-09-14T01:00:00+02:00,14,186.0188,65.2824,274.7095,False,,38.2525,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T00:00:00,2026-09-14T02:00:00+02:00,15,187.3266,105.27,305.8142,False,,38.6175,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T01:00:00,2026-09-14T03:00:00+02:00,16,172.1561,83.0202,278.6745,False,,38.1675,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T02:00:00,2026-09-14T04:00:00+02:00,17,208.9085,116.3752,327.8874,False,,38.7,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T03:00:00,2026-09-14T05:00:00+02:00,18,237.0698,104.4684,421.5454,False,,38.4225,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T04:00:00,2026-09-14T06:00:00+02:00,19,322.0651,157.4204,509.8889,False,,38.705,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T05:00:00,2026-09-14T07:00:00+02:00,20,471.1277,259.3017,890.1005,False,,101.345,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T06:00:00,2026-09-14T08:00:00+02:00,21,525.064,319.5644,952.5199,False,,124.4675,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T07:00:00,2026-09-14T09:00:00+02:00,22,534.9598,321.115,899.0194,False,,176.0825,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T08:00:00,2026-09-14T10:00:00+02:00,23,554.8903,350.4684,778.4843,False,,173.69,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T09:00:00,2026-09-14T11:00:00+02:00,24,563.3378,322.003,794.984,False,,168.7725,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T10:00:00,2026-09-14T12:00:00+02:00,25,484.9048,244.6226,721.1566,False,,372.835,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T11:00:00,2026-09-14T13:00:00+02:00,26,401.834,115.7357,631.8351,False,,351.7625,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T12:00:00,2026-09-14T14:00:00+02:00,27,331.6854,106.6719,519.7341,False,,338.7275,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T13:00:00,2026-09-14T15:00:00+02:00,28,414.249,97.3836,624.4066,False,,353.84,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T14:00:00,2026-09-14T16:00:00+02:00,29,532.4541,262.1099,819.6709,False,,380.7,SEK/MWh
power_price_SE1,2026-09-13T11:01:03.992381+02:00,2026-09-13T09:00:00,2026-09-14T15:00:00,2026-09-14T17:00:00+02:00,30,627.9725,337.4871,1221.6484,False,,500.0975,SEK/MWh
