series,issued_at_local,feature_row_utc,target_utc,target_local,horizon_h,forecast,p10,p90,published_at_issue,published_value,naive_same_hour_yesterday,unit
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-13T23:00:00,2026-09-14T01:00:00+02:00,1,9.9152,,,True,9.8,13.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T00:00:00,2026-09-14T02:00:00+02:00,2,10.0,,,True,10.0,13.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T01:00:00,2026-09-14T03:00:00+02:00,3,9.9156,,,True,9.8,13.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T02:00:00,2026-09-14T04:00:00+02:00,4,11.0,,,True,11.0,13.7,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T03:00:00,2026-09-14T05:00:00+02:00,5,11.0,,,True,11.0,14.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T04:00:00,2026-09-14T06:00:00+02:00,6,11.0,,,True,11.0,13.2,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T05:00:00,2026-09-14T07:00:00+02:00,7,10.0,,,True,10.0,13.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T06:00:00,2026-09-14T08:00:00+02:00,8,10.9711,,,True,11.0,13.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T07:00:00,2026-09-14T09:00:00+02:00,9,10.9991,,,True,11.0,11.62,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T08:00:00,2026-09-14T10:00:00+02:00,10,13.0,,,True,13.0,13.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T09:00:00,2026-09-14T11:00:00+02:00,11,12.9888,,,True,13.0,15.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T10:00:00,2026-09-14T12:00:00+02:00,12,12.9764,,,True,13.0,15.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T11:00:00,2026-09-14T13:00:00+02:00,13,13.0,,,True,13.0,15.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T12:00:00,2026-09-14T14:00:00+02:00,14,12.9974,,,True,13.0,15.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T13:00:00,2026-09-14T15:00:00+02:00,15,15.0,,,True,15.0,15.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T14:00:00,2026-09-14T16:00:00+02:00,16,12.9974,,,True,13.0,17.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T15:00:00,2026-09-14T17:00:00+02:00,17,11.4179,,,True,11.31,15.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T16:00:00,2026-09-14T18:00:00+02:00,18,17.1677,,,True,17.05,11.5,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T17:00:00,2026-09-14T19:00:00+02:00,19,17.0797,,,True,17.05,11.5,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T18:00:00,2026-09-14T20:00:00+02:00,20,20.3754,,,True,21.0,11.5,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T19:00:00,2026-09-14T21:00:00+02:00,21,17.0292,,,True,17.0,14.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T20:00:00,2026-09-14T22:00:00+02:00,22,16.8671,,,True,17.0,14.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T21:00:00,2026-09-14T23:00:00+02:00,23,17.1001,,,True,17.0,15.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T22:00:00,2026-09-15T00:00:00+02:00,24,13.1936,4.0399,19.1399,False,,9.8,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-14T23:00:00,2026-09-15T01:00:00+02:00,25,13.7405,3.842,18.8946,False,,13.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-15T00:00:00,2026-09-15T02:00:00+02:00,26,13.1534,3.3649,19.0263,False,,13.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-15T01:00:00,2026-09-15T03:00:00+02:00,27,13.9261,5.6053,19.9501,False,,13.0,EUR/MW
fcr_n_a1,2026-09-14T00:01:03.311441+02:00,2026-09-13T22:00:00,2026-09-15T02:00:00,2026-09-15T04:00:00+02:00,28,14.4663,6.6052,21.6795,False,,13.7,EUR/MW
