series,issued_at_local,feature_row_utc,target_utc,target_local,horizon_h,forecast,p10,p90,published_at_issue,published_value,naive_same_hour_yesterday,unit
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T10:00:00,2026-09-15T12:00:00+02:00,1,379.4264,,,True,380.54,1375.4125,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T11:00:00,2026-09-15T13:00:00+02:00,2,321.3934,,,True,319.575,1378.3675,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T12:00:00,2026-09-15T14:00:00+02:00,3,340.8508,,,True,339.915,1421.5175,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T13:00:00,2026-09-15T15:00:00+02:00,4,330.2855,,,True,328.49,1558.05,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T14:00:00,2026-09-15T16:00:00+02:00,5,292.1779,,,True,289.9825,1876.295,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T15:00:00,2026-09-15T17:00:00+02:00,6,299.0996,,,True,295.68,2320.4075,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T16:00:00,2026-09-15T18:00:00+02:00,7,299.0506,,,True,296.6675,2535.085,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T17:00:00,2026-09-15T19:00:00+02:00,8,258.7659,,,True,255.17,1838.2325,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T18:00:00,2026-09-15T20:00:00+02:00,9,196.7974,,,True,194.43,1464.2975,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T19:00:00,2026-09-15T21:00:00+02:00,10,117.3213,,,True,117.7825,1403.3725,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T20:00:00,2026-09-15T22:00:00+02:00,11,82.6715,,,True,85.7625,1100.205,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T21:00:00,2026-09-15T23:00:00+02:00,12,51.1988,,,True,50.75,763.37,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T22:00:00,2026-09-16T00:00:00+02:00,13,66.4202,-64.354,153.4561,False,,507.0925,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-15T23:00:00,2026-09-16T01:00:00+02:00,14,47.2329,-73.5035,135.9236,False,,461.815,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-16T00:00:00,2026-09-16T02:00:00+02:00,15,54.2278,-27.8289,172.7154,False,,426.8075,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-16T01:00:00,2026-09-16T03:00:00+02:00,16,65.8038,-23.3321,172.3222,False,,419.0475,SEK/MWh
power_price_SE1,2026-09-15T11:00:54.851285+02:00,2026-09-15T09:00:00,2026-09-16T02:00:00,2026-09-16T04:00:00+02:00,17,70.3591,-22.1743,189.3379,False,,410.6675,SEK/MWh
