series,track,version,issued_at_local,target_utc,target_local,forecast,p10,p90,unit
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-15T22:00:00,2026-09-16T00:00:00+02:00,70.3591,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-15T23:00:00,2026-09-16T01:00:00+02:00,47.2329,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T00:00:00,2026-09-16T02:00:00+02:00,66.4202,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T01:00:00,2026-09-16T03:00:00+02:00,54.2278,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T02:00:00,2026-09-16T04:00:00+02:00,65.8038,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T03:00:00,2026-09-16T05:00:00+02:00,79.1409,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T04:00:00,2026-09-16T06:00:00+02:00,111.8383,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T05:00:00,2026-09-16T07:00:00+02:00,136.1803,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T06:00:00,2026-09-16T08:00:00+02:00,214.2077,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T07:00:00,2026-09-16T09:00:00+02:00,288.6575,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T08:00:00,2026-09-16T10:00:00+02:00,205.8474,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T09:00:00,2026-09-16T11:00:00+02:00,183.1159,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T10:00:00,2026-09-16T12:00:00+02:00,166.4447,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T11:00:00,2026-09-16T13:00:00+02:00,174.4129,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-15T11:01:13.562780+02:00,2026-09-16T12:00:00,2026-09-16T14:00:00+02:00,186.5436,,,SEK/MWh
