series,issued_at_local,feature_row_utc,target_utc,target_local,horizon_h,forecast,p10,p90,published_at_issue,published_value,naive_same_hour_yesterday,unit
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-19T23:00:00,2026-09-20T01:00:00+02:00,1,11.8182,,,True,11.97,10.41,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T00:00:00,2026-09-20T02:00:00+02:00,2,11.8321,,,True,11.97,10.46,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T01:00:00,2026-09-20T03:00:00+02:00,3,11.8075,,,True,11.97,10.0,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T02:00:00,2026-09-20T04:00:00+02:00,4,11.0,,,True,10.87,10.0,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T03:00:00,2026-09-20T05:00:00+02:00,5,11.0,,,True,10.87,10.0,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T04:00:00,2026-09-20T06:00:00+02:00,6,12.3572,,,True,12.01,11.28,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T05:00:00,2026-09-20T07:00:00+02:00,7,12.311,,,True,12.01,10.6,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T06:00:00,2026-09-20T08:00:00+02:00,8,12.3729,,,True,12.01,11.63,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T07:00:00,2026-09-20T09:00:00+02:00,9,11.8303,,,True,11.97,10.01,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T08:00:00,2026-09-20T10:00:00+02:00,10,12.2632,,,True,12.01,10.28,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T09:00:00,2026-09-20T11:00:00+02:00,11,12.3,,,True,12.01,10.84,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T10:00:00,2026-09-20T12:00:00+02:00,12,12.2783,,,True,12.01,11.06,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T11:00:00,2026-09-20T13:00:00+02:00,13,12.2815,,,True,12.01,11.8,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T12:00:00,2026-09-20T14:00:00+02:00,14,12.8665,,,True,12.94,11.89,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T13:00:00,2026-09-20T15:00:00+02:00,15,13.3845,,,True,13.44,11.95,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T14:00:00,2026-09-20T16:00:00+02:00,16,13.414,,,True,13.5,12.34,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T15:00:00,2026-09-20T17:00:00+02:00,17,11.3875,,,True,11.2,11.89,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T16:00:00,2026-09-20T18:00:00+02:00,18,12.2388,,,True,12.17,11.12,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T17:00:00,2026-09-20T19:00:00+02:00,19,12.9895,,,True,13.0,11.0,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T18:00:00,2026-09-20T20:00:00+02:00,20,12.9895,,,True,13.0,10.39,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T19:00:00,2026-09-20T21:00:00+02:00,21,13.0417,,,True,13.0,11.8,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T20:00:00,2026-09-20T22:00:00+02:00,22,12.3932,,,True,12.39,11.8,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T21:00:00,2026-09-20T23:00:00+02:00,23,12.992,,,True,13.0,12.69,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T22:00:00,2026-09-21T00:00:00+02:00,24,11.4203,2.2666,17.3665,False,,12.01,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-20T23:00:00,2026-09-21T01:00:00+02:00,25,12.228,2.3294,17.3821,False,,10.41,EUR/MW
fcr_n_a1,2026-09-20T00:01:05.504739+02:00,2026-09-19T22:00:00,2026-09-21T00:00:00,2026-09-21T02:00:00+02:00,26,12.7472,2.9587,18.6201,False,,10.46,EUR/MW
