zone,target_local,target_utc,day_ahead,buy_day_ahead,energy_bid_up,hold_capacity_up,unit
SE3,2026-09-21T13:00:00+02:00,2026-09-21T11:00:00+00:00,8.95,False,13.95,True,EUR/MWh
SE3,2026-09-21T13:15:00+02:00,2026-09-21T11:15:00+00:00,7.63,False,12.63,True,EUR/MWh
SE3,2026-09-21T13:30:00+02:00,2026-09-21T11:30:00+00:00,7.61,False,12.61,True,EUR/MWh
SE3,2026-09-21T13:45:00+02:00,2026-09-21T11:45:00+00:00,8.36,False,13.36,True,EUR/MWh
SE3,2026-09-21T14:00:00+02:00,2026-09-21T12:00:00+00:00,8.87,False,13.87,True,EUR/MWh
SE3,2026-09-21T14:15:00+02:00,2026-09-21T12:15:00+00:00,10.03,False,15.03,True,EUR/MWh
SE3,2026-09-21T14:30:00+02:00,2026-09-21T12:30:00+00:00,8.75,False,13.75,True,EUR/MWh
SE3,2026-09-21T14:45:00+02:00,2026-09-21T12:45:00+00:00,9.63,False,14.63,True,EUR/MWh
SE3,2026-09-21T15:00:00+02:00,2026-09-21T13:00:00+00:00,7.91,False,12.91,True,EUR/MWh
SE3,2026-09-21T15:15:00+02:00,2026-09-21T13:15:00+00:00,8.9,False,13.9,True,EUR/MWh
SE3,2026-09-21T15:30:00+02:00,2026-09-21T13:30:00+00:00,15.93,False,20.93,True,EUR/MWh
SE3,2026-09-21T15:45:00+02:00,2026-09-21T13:45:00+00:00,21.07,False,26.07,True,EUR/MWh
SE3,2026-09-21T16:00:00+02:00,2026-09-21T14:00:00+00:00,7.67,False,12.67,True,EUR/MWh
SE3,2026-09-21T16:15:00+02:00,2026-09-21T14:15:00+00:00,12.67,False,17.67,True,EUR/MWh
SE3,2026-09-21T16:30:00+02:00,2026-09-21T14:30:00+00:00,26.36,False,31.36,True,EUR/MWh
SE3,2026-09-21T16:45:00+02:00,2026-09-21T14:45:00+00:00,56.24,False,61.24,True,EUR/MWh
SE3,2026-09-21T17:00:00+02:00,2026-09-21T15:00:00+00:00,10.01,False,15.01,True,EUR/MWh
SE3,2026-09-21T17:15:00+02:00,2026-09-21T15:15:00+00:00,48.28,False,53.28,True,EUR/MWh
SE3,2026-09-21T17:30:00+02:00,2026-09-21T15:30:00+00:00,98.95,False,103.95,True,EUR/MWh
SE3,2026-09-21T17:45:00+02:00,2026-09-21T15:45:00+00:00,111.82,False,116.82,True,EUR/MWh
SE3,2026-09-21T18:00:00+02:00,2026-09-21T16:00:00+00:00,113.26,False,118.26,True,EUR/MWh
SE3,2026-09-21T18:15:00+02:00,2026-09-21T16:15:00+00:00,121.13,False,126.13,True,EUR/MWh
SE3,2026-09-21T18:30:00+02:00,2026-09-21T16:30:00+00:00,122.27,False,127.27,True,EUR/MWh
SE3,2026-09-21T18:45:00+02:00,2026-09-21T16:45:00+00:00,123.45,False,128.45,True,EUR/MWh
SE3,2026-09-21T19:00:00+02:00,2026-09-21T17:00:00+00:00,121.98,False,126.98,True,EUR/MWh
SE3,2026-09-21T19:15:00+02:00,2026-09-21T17:15:00+00:00,121.84,False,126.84,True,EUR/MWh
SE3,2026-09-21T19:30:00+02:00,2026-09-21T17:30:00+00:00,121.53,False,126.53,True,EUR/MWh
SE3,2026-09-21T19:45:00+02:00,2026-09-21T17:45:00+00:00,121.3,False,126.3,True,EUR/MWh
SE3,2026-09-21T20:00:00+02:00,2026-09-21T18:00:00+00:00,122.06,False,127.06,True,EUR/MWh
SE3,2026-09-21T20:15:00+02:00,2026-09-21T18:15:00+00:00,118.91,False,123.91,True,EUR/MWh
SE3,2026-09-21T20:30:00+02:00,2026-09-21T18:30:00+00:00,112.15,False,117.15,True,EUR/MWh
