series,track,version,issued_at_local,target_utc,target_local,forecast,p10,p90,unit
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-20T22:00:00,2026-09-21T00:00:00+02:00,22.0,-15.0,160.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-20T23:00:00,2026-09-21T01:00:00+02:00,16.0,-20.0,145.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T00:00:00,2026-09-21T02:00:00+02:00,12.0,-23.0,135.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T01:00:00,2026-09-21T03:00:00+02:00,10.0,-25.0,135.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T02:00:00,2026-09-21T04:00:00+02:00,15.0,-20.0,155.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T03:00:00,2026-09-21T05:00:00+02:00,35.0,-10.0,215.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T04:00:00,2026-09-21T06:00:00+02:00,85.0,0.0,340.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T05:00:00,2026-09-21T07:00:00+02:00,160.0,20.0,480.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T06:00:00,2026-09-21T08:00:00+02:00,210.0,35.0,560.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T07:00:00,2026-09-21T09:00:00+02:00,190.0,25.0,530.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T08:00:00,2026-09-21T10:00:00+02:00,145.0,5.0,460.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T09:00:00,2026-09-21T11:00:00+02:00,110.0,-10.0,385.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T10:00:00,2026-09-21T12:00:00+02:00,80.0,-20.0,325.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T11:00:00,2026-09-21T13:00:00+02:00,70.0,-25.0,310.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T12:00:00,2026-09-21T14:00:00+02:00,85.0,-20.0,350.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T13:00:00,2026-09-21T15:00:00+02:00,120.0,-5.0,435.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T14:00:00,2026-09-21T16:00:00+02:00,175.0,15.0,560.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T15:00:00,2026-09-21T17:00:00+02:00,245.0,40.0,720.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T16:00:00,2026-09-21T18:00:00+02:00,315.0,65.0,900.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T17:00:00,2026-09-21T19:00:00+02:00,350.0,75.0,1000.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T18:00:00,2026-09-21T20:00:00+02:00,295.0,55.0,900.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T19:00:00,2026-09-21T21:00:00+02:00,220.0,30.0,710.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T20:00:00,2026-09-21T22:00:00+02:00,135.0,0.0,470.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-21T21:00:00,2026-09-21T23:00:00+02:00,75.0,-10.0,300.0,SEK/MWh
power_price_SE2,Scout,v0.1,2026-09-20T11:06:51.744994+02:00,2026-09-20T22:00:00,2026-09-21T00:00:00+02:00,8.0,-35.0,150.0,SEK/MWh
