series,track,version,issued_at_local,target_utc,target_local,forecast,p10,p90,unit
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-20T22:00:00,2026-09-21T00:00:00+02:00,11.0,5.0,22.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-20T23:00:00,2026-09-21T01:00:00+02:00,10.0,4.0,20.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T00:00:00,2026-09-21T02:00:00+02:00,9.0,3.0,18.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T01:00:00,2026-09-21T03:00:00+02:00,8.0,3.0,16.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T02:00:00,2026-09-21T04:00:00+02:00,8.0,3.0,16.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T03:00:00,2026-09-21T05:00:00+02:00,10.0,4.0,20.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T04:00:00,2026-09-21T06:00:00+02:00,12.0,5.0,25.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T05:00:00,2026-09-21T07:00:00+02:00,15.0,6.0,30.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T06:00:00,2026-09-21T08:00:00+02:00,18.0,7.0,40.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T07:00:00,2026-09-21T09:00:00+02:00,15.0,6.0,30.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T08:00:00,2026-09-21T10:00:00+02:00,14.0,6.0,30.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T09:00:00,2026-09-21T11:00:00+02:00,12.0,5.0,25.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T10:00:00,2026-09-21T12:00:00+02:00,12.0,5.0,25.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T11:00:00,2026-09-21T13:00:00+02:00,11.0,4.0,23.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T12:00:00,2026-09-21T14:00:00+02:00,12.0,5.0,25.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T13:00:00,2026-09-21T15:00:00+02:00,15.0,6.0,32.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T14:00:00,2026-09-21T16:00:00+02:00,17.0,6.0,35.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T15:00:00,2026-09-21T17:00:00+02:00,19.0,7.0,40.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T16:00:00,2026-09-21T18:00:00+02:00,18.0,6.0,35.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T17:00:00,2026-09-21T19:00:00+02:00,20.0,7.0,40.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T18:00:00,2026-09-21T20:00:00+02:00,19.0,6.0,40.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T19:00:00,2026-09-21T21:00:00+02:00,16.0,6.0,32.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T20:00:00,2026-09-21T22:00:00+02:00,13.0,5.0,28.0,EUR/MW
fcr_n_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T21:00:00,2026-09-21T23:00:00+02:00,12.0,5.0,26.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-20T22:00:00,2026-09-21T00:00:00+02:00,1.8,0.8,4.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-20T23:00:00,2026-09-21T01:00:00+02:00,1.7,0.8,4.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T00:00:00,2026-09-21T02:00:00+02:00,1.7,0.8,4.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T01:00:00,2026-09-21T03:00:00+02:00,1.6,0.8,4.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T02:00:00,2026-09-21T04:00:00+02:00,1.6,0.8,4.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T03:00:00,2026-09-21T05:00:00+02:00,1.8,0.8,4.5,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T04:00:00,2026-09-21T06:00:00+02:00,2.1,1.0,5.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T05:00:00,2026-09-21T07:00:00+02:00,2.5,1.0,6.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T06:00:00,2026-09-21T08:00:00+02:00,3.2,1.0,8.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T07:00:00,2026-09-21T09:00:00+02:00,3.0,1.0,7.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T08:00:00,2026-09-21T10:00:00+02:00,3.2,1.0,8.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T09:00:00,2026-09-21T11:00:00+02:00,2.7,1.0,6.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T10:00:00,2026-09-21T12:00:00+02:00,2.5,1.0,6.0,EUR/MW
fcr_d_up_a2,Scout,v0.1,2026-09-20T17:07:59.161007+02:00,2026-09-21T11:00:00,2026-09-21T13:00:00+02:00,2.4,1.0,5.0,EUR/MW
