series,issued_at_local,feature_row_utc,target_utc,target_local,horizon_h,forecast,p10,p90,published_at_issue,published_value,naive_same_hour_yesterday,unit
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T10:00:00,2026-09-12T12:00:00+02:00,1,367.8752,,,True,372.835,499.3375,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T11:00:00,2026-09-12T13:00:00+02:00,2,347.0915,,,True,351.7625,480.775,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T12:00:00,2026-09-12T14:00:00+02:00,3,338.1214,,,True,338.7275,467.9425,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T13:00:00,2026-09-12T15:00:00+02:00,4,356.9521,,,True,353.84,491.4275,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T14:00:00,2026-09-12T16:00:00+02:00,5,378.4222,,,True,380.7,582.74,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T15:00:00,2026-09-12T17:00:00+02:00,6,502.8047,,,True,500.0975,909.0175,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T16:00:00,2026-09-12T18:00:00+02:00,7,400.0646,,,True,404.13,830.06,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T17:00:00,2026-09-12T19:00:00+02:00,8,378.5558,,,True,374.2675,654.2275,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T18:00:00,2026-09-12T20:00:00+02:00,9,357.3687,,,True,361.035,511.1925,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T19:00:00,2026-09-12T21:00:00+02:00,10,306.3943,,,True,304.8475,445.155,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T20:00:00,2026-09-12T22:00:00+02:00,11,260.855,,,True,257.0575,524.7825,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T21:00:00,2026-09-12T23:00:00+02:00,12,217.5316,,,True,217.615,465.5925,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T22:00:00,2026-09-13T00:00:00+02:00,13,179.4012,48.6271,266.4372,False,,543.4175,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-12T23:00:00,2026-09-13T01:00:00+02:00,14,174.0796,53.3432,262.7703,False,,469.475,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T00:00:00,2026-09-13T02:00:00+02:00,15,168.5595,86.5029,287.0471,False,,432.1975,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T01:00:00,2026-09-13T03:00:00+02:00,16,152.1971,63.0611,258.7155,False,,426.9675,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T02:00:00,2026-09-13T04:00:00+02:00,17,132.1922,39.6589,251.1711,False,,419.9475,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T03:00:00,2026-09-13T05:00:00+02:00,18,156.5573,23.9559,341.0329,False,,459.9825,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T04:00:00,2026-09-13T06:00:00+02:00,19,189.3869,24.7422,377.2107,False,,579.9675,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T05:00:00,2026-09-13T07:00:00+02:00,20,211.3709,-0.4551,630.3437,False,,883.605,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T06:00:00,2026-09-13T08:00:00+02:00,21,236.0805,30.5809,663.5363,False,,1073.7475,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T07:00:00,2026-09-13T09:00:00+02:00,22,179.0562,-34.7886,543.1158,False,,1001.1525,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T08:00:00,2026-09-13T10:00:00+02:00,23,173.8338,-30.5882,397.4277,False,,767.525,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T09:00:00,2026-09-13T11:00:00+02:00,24,171.919,-69.4158,403.5652,False,,407.95,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T10:00:00,2026-09-13T12:00:00+02:00,25,157.4741,-82.808,393.726,False,,499.3375,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T11:00:00,2026-09-13T13:00:00+02:00,26,148.7079,-137.3905,378.7089,False,,480.775,SEK/MWh
power_price_SE1,2026-09-12T11:01:15.315840+02:00,2026-09-12T09:00:00,2026-09-13T12:00:00,2026-09-13T14:00:00+02:00,27,120.4474,-104.5662,308.496,False,,467.9425,SEK/MWh
