series,issued_at_local,feature_row_utc,target_utc,target_local,horizon_h,forecast,p10,p90,published_at_issue,published_value,naive_same_hour_yesterday,unit
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-12T16:00:00,2026-09-12T18:00:00+02:00,1,5.7779,,,True,6.0,10.0,EUR/MW
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-12T17:00:00,2026-09-12T19:00:00+02:00,2,2.9273,,,True,3.0,10.0,EUR/MW
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-12T18:00:00,2026-09-12T20:00:00+02:00,3,5.7159,,,True,5.14,8.0,EUR/MW
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-12T19:00:00,2026-09-12T21:00:00+02:00,4,4.8914,,,True,5.0,21.0,EUR/MW
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-12T20:00:00,2026-09-12T22:00:00+02:00,5,4.8324,,,True,3.6,10.0,EUR/MW
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-12T21:00:00,2026-09-12T23:00:00+02:00,6,5.6959,,,True,6.0,21.0,EUR/MW
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-12T22:00:00,2026-09-13T00:00:00+02:00,7,7.9626,-3.5224,19.1208,False,,5.86,EUR/MW
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-12T23:00:00,2026-09-13T01:00:00+02:00,8,8.3335,-2.7148,17.9037,False,,5.0,EUR/MW
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-13T00:00:00,2026-09-13T02:00:00+02:00,9,8.1713,-2.4312,20.7714,False,,6.0,EUR/MW
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-13T01:00:00,2026-09-13T03:00:00+02:00,10,8.1228,-3.5502,15.8501,False,,3.0,EUR/MW
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-13T02:00:00,2026-09-13T04:00:00+02:00,11,8.2772,-4.0509,16.0593,False,,6.0,EUR/MW
fcr_n_a2,2026-09-12T17:00:53.460040+02:00,2026-09-12T15:00:00,2026-09-13T03:00:00,2026-09-13T05:00:00+02:00,12,9.3646,-4.8365,14.7982,False,,5.0,EUR/MW
