series,track,version,issued_at_local,target_utc,target_local,forecast,p10,p90,unit
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-23T22:00:00,2026-09-24T00:00:00+02:00,420.0,100.0,1000.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-23T23:00:00,2026-09-24T01:00:00+02:00,400.0,80.0,970.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T00:00:00,2026-09-24T02:00:00+02:00,385.0,70.0,940.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T01:00:00,2026-09-24T03:00:00+02:00,390.0,70.0,960.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T02:00:00,2026-09-24T04:00:00+02:00,430.0,85.0,1040.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T03:00:00,2026-09-24T05:00:00+02:00,540.0,130.0,1210.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T04:00:00,2026-09-24T06:00:00+02:00,680.0,200.0,1480.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T05:00:00,2026-09-24T07:00:00+02:00,860.0,280.0,1840.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T06:00:00,2026-09-24T08:00:00+02:00,1190.0,410.0,2300.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T07:00:00,2026-09-24T09:00:00+02:00,1260.0,430.0,2400.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T08:00:00,2026-09-24T10:00:00+02:00,1180.0,330.0,2240.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T09:00:00,2026-09-24T11:00:00+02:00,990.0,230.0,1930.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T10:00:00,2026-09-24T12:00:00+02:00,790.0,110.0,1650.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T11:00:00,2026-09-24T13:00:00+02:00,710.0,60.0,1530.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-23T11:01:45.318498+02:00,2026-09-24T12:00:00,2026-09-24T14:00:00+02:00,730.0,60.0,1600.0,SEK/MWh
