series,track,version,issued_at_local,target_utc,target_local,forecast,p10,p90,unit
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-23T22:00:00,2026-09-24T00:00:00+02:00,11.0,6.0,25.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-23T23:00:00,2026-09-24T01:00:00+02:00,10.0,5.0,24.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T00:00:00,2026-09-24T02:00:00+02:00,10.0,5.0,24.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T01:00:00,2026-09-24T03:00:00+02:00,10.0,5.0,25.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T02:00:00,2026-09-24T04:00:00+02:00,12.0,6.0,30.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T03:00:00,2026-09-24T05:00:00+02:00,17.0,7.0,45.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T04:00:00,2026-09-24T06:00:00+02:00,24.0,9.0,65.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T05:00:00,2026-09-24T07:00:00+02:00,28.0,10.0,75.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T06:00:00,2026-09-24T08:00:00+02:00,26.0,10.0,70.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T07:00:00,2026-09-24T09:00:00+02:00,20.0,8.0,55.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T08:00:00,2026-09-24T10:00:00+02:00,17.0,7.0,45.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T09:00:00,2026-09-24T11:00:00+02:00,15.0,6.0,38.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T10:00:00,2026-09-24T12:00:00+02:00,14.0,6.0,35.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T11:00:00,2026-09-24T13:00:00+02:00,14.0,6.0,35.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T12:00:00,2026-09-24T14:00:00+02:00,16.0,6.0,45.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T13:00:00,2026-09-24T15:00:00+02:00,21.0,7.0,60.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T14:00:00,2026-09-24T16:00:00+02:00,30.0,8.0,90.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T15:00:00,2026-09-24T17:00:00+02:00,28.0,8.0,80.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T16:00:00,2026-09-24T18:00:00+02:00,32.0,9.0,100.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T17:00:00,2026-09-24T19:00:00+02:00,30.0,9.0,95.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T18:00:00,2026-09-24T20:00:00+02:00,24.0,8.0,80.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T19:00:00,2026-09-24T21:00:00+02:00,18.0,6.0,55.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T20:00:00,2026-09-24T22:00:00+02:00,14.0,6.0,40.0,EUR/MW
fcr_n_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T21:00:00,2026-09-24T23:00:00+02:00,12.0,5.0,30.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-23T22:00:00,2026-09-24T00:00:00+02:00,1.0,1.0,2.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-23T23:00:00,2026-09-24T01:00:00+02:00,1.0,1.0,2.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T00:00:00,2026-09-24T02:00:00+02:00,1.0,1.0,2.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T01:00:00,2026-09-24T03:00:00+02:00,1.0,1.0,2.2,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T02:00:00,2026-09-24T04:00:00+02:00,1.1,1.0,2.5,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T03:00:00,2026-09-24T05:00:00+02:00,1.3,1.0,3.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T04:00:00,2026-09-24T06:00:00+02:00,1.6,1.0,5.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T05:00:00,2026-09-24T07:00:00+02:00,2.0,1.0,7.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T06:00:00,2026-09-24T08:00:00+02:00,2.3,1.0,8.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T07:00:00,2026-09-24T09:00:00+02:00,2.0,1.0,7.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T08:00:00,2026-09-24T10:00:00+02:00,2.2,1.0,9.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T09:00:00,2026-09-24T11:00:00+02:00,1.6,1.0,6.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T10:00:00,2026-09-24T12:00:00+02:00,1.3,1.0,4.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T11:00:00,2026-09-24T13:00:00+02:00,1.2,1.0,3.5,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T12:00:00,2026-09-24T14:00:00+02:00,1.2,1.0,3.5,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T13:00:00,2026-09-24T15:00:00+02:00,1.3,1.0,4.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T14:00:00,2026-09-24T16:00:00+02:00,1.6,1.0,6.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T15:00:00,2026-09-24T17:00:00+02:00,1.8,1.0,7.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T16:00:00,2026-09-24T18:00:00+02:00,2.0,1.0,10.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T17:00:00,2026-09-24T19:00:00+02:00,2.0,1.0,10.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T18:00:00,2026-09-24T20:00:00+02:00,1.6,1.0,8.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T19:00:00,2026-09-24T21:00:00+02:00,1.3,1.0,5.0,EUR/MW
fcr_d_up_a2,Scout,v0.2,2026-09-23T17:09:21.778736+02:00,2026-09-24T20:00:00,2026-09-24T22:00:00+02:00,1.1,1.0,3.0,EUR/MW
