zone,target_local,target_utc,day_ahead,buy_day_ahead,energy_bid_up,hold_capacity_up,unit
SE1,2026-09-24T00:00:00+02:00,2026-09-23T22:00:00+00:00,87.66,False,92.66,True,EUR/MWh
SE1,2026-09-24T00:15:00+02:00,2026-09-23T22:15:00+00:00,105.94,False,110.94,True,EUR/MWh
SE1,2026-09-24T00:30:00+02:00,2026-09-23T22:30:00+00:00,102.04,False,107.04,True,EUR/MWh
SE1,2026-09-24T00:45:00+02:00,2026-09-23T22:45:00+00:00,100.04,False,105.04,True,EUR/MWh
SE1,2026-09-24T01:00:00+02:00,2026-09-23T23:00:00+00:00,90.83,False,95.83,True,EUR/MWh
SE1,2026-09-24T01:15:00+02:00,2026-09-23T23:15:00+00:00,90.43,False,95.43,True,EUR/MWh
SE1,2026-09-24T01:30:00+02:00,2026-09-23T23:30:00+00:00,91.74,False,96.74,True,EUR/MWh
SE1,2026-09-24T01:45:00+02:00,2026-09-23T23:45:00+00:00,93.29,False,98.29,True,EUR/MWh
SE1,2026-09-24T02:00:00+02:00,2026-09-24T00:00:00+00:00,96.97,False,101.97,True,EUR/MWh
SE1,2026-09-24T02:15:00+02:00,2026-09-24T00:15:00+00:00,94.78,False,99.78,True,EUR/MWh
SE1,2026-09-24T02:30:00+02:00,2026-09-24T00:30:00+00:00,94.89,False,99.89,True,EUR/MWh
SE1,2026-09-24T02:45:00+02:00,2026-09-24T00:45:00+00:00,94.53,False,99.53,True,EUR/MWh
SE1,2026-09-24T03:00:00+02:00,2026-09-24T01:00:00+00:00,90.78,False,95.78,True,EUR/MWh
SE1,2026-09-24T03:15:00+02:00,2026-09-24T01:15:00+00:00,90.59,False,95.59,True,EUR/MWh
SE1,2026-09-24T03:30:00+02:00,2026-09-24T01:30:00+00:00,89.39,False,94.39,True,EUR/MWh
SE1,2026-09-24T03:45:00+02:00,2026-09-24T01:45:00+00:00,88.12,False,93.12,True,EUR/MWh
SE1,2026-09-24T04:00:00+02:00,2026-09-24T02:00:00+00:00,88.58,False,93.58,True,EUR/MWh
SE1,2026-09-24T04:15:00+02:00,2026-09-24T02:15:00+00:00,88.81,False,93.81,True,EUR/MWh
SE1,2026-09-24T04:30:00+02:00,2026-09-24T02:30:00+00:00,88.91,False,93.91,True,EUR/MWh
SE1,2026-09-24T04:45:00+02:00,2026-09-24T02:45:00+00:00,93.01,False,98.01,True,EUR/MWh
SE1,2026-09-24T05:00:00+02:00,2026-09-24T03:00:00+00:00,96.03,False,101.03,True,EUR/MWh
SE1,2026-09-24T05:15:00+02:00,2026-09-24T03:15:00+00:00,101.08,False,106.08,True,EUR/MWh
SE1,2026-09-24T05:30:00+02:00,2026-09-24T03:30:00+00:00,105.08,False,110.08,True,EUR/MWh
SE1,2026-09-24T05:45:00+02:00,2026-09-24T03:45:00+00:00,109.93,False,114.93,True,EUR/MWh
SE1,2026-09-24T06:00:00+02:00,2026-09-24T04:00:00+00:00,110.13,False,115.13,True,EUR/MWh
SE1,2026-09-24T06:15:00+02:00,2026-09-24T04:15:00+00:00,125.45,False,130.45,True,EUR/MWh
SE1,2026-09-24T06:30:00+02:00,2026-09-24T04:30:00+00:00,135.38,False,140.38,True,EUR/MWh
