series,issued_at_local,feature_row_utc,target_utc,target_local,horizon_h,forecast,p10,p90,published_at_issue,published_value,naive_same_hour_yesterday,unit
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T10:00:00,2026-09-23T12:00:00+02:00,1,1029.9886,,,True,1012.6425,1113.4975,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T11:00:00,2026-09-23T13:00:00+02:00,2,983.1034,,,True,979.4575,1016.5925,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T12:00:00,2026-09-23T14:00:00+02:00,3,982.3788,,,True,990.39,1055.8625,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T13:00:00,2026-09-23T15:00:00+02:00,4,1079.185,,,True,1069.655,1254.865,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T14:00:00,2026-09-23T16:00:00+02:00,5,1477.85,,,True,1504.3125,1537.965,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T15:00:00,2026-09-23T17:00:00+02:00,6,1389.7968,,,True,1364.3,1872.0975,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T16:00:00,2026-09-23T18:00:00+02:00,7,1371.2106,,,True,1339.655,2440.835,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T17:00:00,2026-09-23T19:00:00+02:00,8,853.0375,,,True,839.275,563.0975,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T18:00:00,2026-09-23T20:00:00+02:00,9,623.6767,,,True,623.565,456.5675,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T19:00:00,2026-09-23T21:00:00+02:00,10,504.3392,,,True,503.0775,449.49,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T20:00:00,2026-09-23T22:00:00+02:00,11,447.5722,,,True,452.555,459.225,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T21:00:00,2026-09-23T23:00:00+02:00,12,454.3527,,,True,450.0275,449.6325,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T22:00:00,2026-09-24T00:00:00+02:00,13,651.1147,520.3405,738.1506,False,,435.4975,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T23:00:00,2026-09-24T01:00:00+02:00,14,540.0545,419.3181,628.7452,False,,434.74,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T00:00:00,2026-09-24T02:00:00+02:00,15,443.7636,361.707,562.2512,False,,435.385,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T01:00:00,2026-09-24T03:00:00+02:00,16,457.6132,368.4772,564.1315,False,,456.0125,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T02:00:00,2026-09-24T04:00:00+02:00,17,427.5006,334.9672,546.4795,False,,511.9525,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T03:00:00,2026-09-24T05:00:00+02:00,18,615.4518,482.8504,799.9273,False,,602.0975,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T04:00:00,2026-09-24T06:00:00+02:00,19,654.0048,489.3601,841.8286,False,,631.3175,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T05:00:00,2026-09-24T07:00:00+02:00,20,845.106,633.28,1264.0788,False,,712.4125,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T06:00:00,2026-09-24T08:00:00+02:00,21,898.3781,692.8785,1325.834,False,,1339.5725,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T07:00:00,2026-09-24T09:00:00+02:00,22,839.5424,625.6976,1203.602,False,,1456.6025,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T08:00:00,2026-09-24T10:00:00+02:00,23,885.5033,681.0814,1109.0972,False,,1410.7725,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T09:00:00,2026-09-24T11:00:00+02:00,24,691.8641,450.5293,923.5103,False,,1122.3675,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T10:00:00,2026-09-24T12:00:00+02:00,25,634.2671,393.9849,870.5189,False,,1113.4975,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T11:00:00,2026-09-24T13:00:00+02:00,26,451.6067,165.5083,681.6077,False,,1016.5925,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T12:00:00,2026-09-24T14:00:00+02:00,27,577.8626,352.8491,765.9113,False,,1055.8625,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T13:00:00,2026-09-24T15:00:00+02:00,28,617.0183,300.1528,827.1758,False,,1254.865,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T14:00:00,2026-09-24T16:00:00+02:00,29,753.2207,482.8766,1040.4375,False,,1537.965,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T15:00:00,2026-09-24T17:00:00+02:00,30,817.006,526.5207,1410.6819,False,,1872.0975,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T16:00:00,2026-09-24T18:00:00+02:00,31,766.2581,435.7152,1434.3271,False,,2440.835,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T17:00:00,2026-09-24T19:00:00+02:00,32,838.3805,596.3329,1409.6659,False,,563.0975,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T18:00:00,2026-09-24T20:00:00+02:00,33,728.8055,414.7846,1232.3338,False,,456.5675,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T19:00:00,2026-09-24T21:00:00+02:00,34,633.6646,361.127,1105.3791,False,,449.49,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T20:00:00,2026-09-24T22:00:00+02:00,35,544.4042,275.3916,872.0516,False,,459.225,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T21:00:00,2026-09-24T23:00:00+02:00,36,409.1234,138.5063,673.1582,False,,449.6325,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T22:00:00,2026-09-25T00:00:00+02:00,37,498.4923,292.6759,687.2658,False,,435.4975,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-24T23:00:00,2026-09-25T01:00:00+02:00,38,476.7492,246.2374,676.3131,False,,434.74,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-25T00:00:00,2026-09-25T02:00:00+02:00,39,500.8118,319.782,712.2612,False,,435.385,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-25T01:00:00,2026-09-25T03:00:00+02:00,40,514.9399,293.4201,721.7397,False,,456.0125,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-25T02:00:00,2026-09-25T04:00:00+02:00,41,559.0013,334.6047,777.6629,False,,511.9525,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-25T03:00:00,2026-09-25T05:00:00+02:00,42,566.3742,365.1188,917.24,False,,602.0975,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-25T04:00:00,2026-09-25T06:00:00+02:00,43,641.2034,368.8189,1020.932,False,,631.3175,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-25T05:00:00,2026-09-25T07:00:00+02:00,44,761.9023,449.2997,1323.7546,False,,712.4125,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-25T06:00:00,2026-09-25T08:00:00+02:00,45,741.9271,423.685,1428.2857,False,,1339.5725,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-25T07:00:00,2026-09-25T09:00:00+02:00,46,697.2255,407.609,1191.3322,False,,1456.6025,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-25T08:00:00,2026-09-25T10:00:00+02:00,47,633.1733,303.1906,1017.3874,False,,1410.7725,SEK/MWh
power_price_SE1,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-25T09:00:00,2026-09-25T11:00:00+02:00,48,606.1529,383.1648,950.6046,False,,1122.3675,SEK/MWh
power_price_SE2,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T10:00:00,2026-09-23T12:00:00+02:00,1,1381.5325,,,True,1416.4475,1368.1875,SEK/MWh
power_price_SE2,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T11:00:00,2026-09-23T13:00:00+02:00,2,1384.1328,,,True,1377.14,1263.8925,SEK/MWh
power_price_SE2,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T12:00:00,2026-09-23T14:00:00+02:00,3,1399.9418,,,True,1375.79,1338.5675,SEK/MWh
power_price_SE2,2026-09-23T11:00:31.229589+02:00,2026-09-23T09:00:00,2026-09-23T13:00:00,2026-09-23T15:00:00+02:00,4,1546.0796,,,True,1450.6425,1557.74,SEK/MWh
