series,track,version,issued_at_local,target_utc,target_local,forecast,p10,p90,unit
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-18T22:00:00,2026-09-19T00:00:00+02:00,290.0,45.0,650.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-18T23:00:00,2026-09-19T01:00:00+02:00,270.0,35.0,610.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-19T00:00:00,2026-09-19T02:00:00+02:00,255.0,30.0,585.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-19T01:00:00,2026-09-19T03:00:00+02:00,245.0,25.0,575.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-19T02:00:00,2026-09-19T04:00:00+02:00,240.0,25.0,575.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-19T03:00:00,2026-09-19T05:00:00+02:00,255.0,30.0,610.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-19T04:00:00,2026-09-19T06:00:00+02:00,295.0,45.0,690.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-19T05:00:00,2026-09-19T07:00:00+02:00,365.0,70.0,830.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-19T06:00:00,2026-09-19T08:00:00+02:00,440.0,100.0,970.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-19T07:00:00,2026-09-19T09:00:00+02:00,465.0,110.0,1020.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-19T08:00:00,2026-09-19T10:00:00+02:00,400.0,70.0,900.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-19T09:00:00,2026-09-19T11:00:00+02:00,295.0,30.0,720.0,SEK/MWh
power_price_SE1,Scout,v0.1,2026-09-18T11:07:42.276450+02:00,2026-09-19T10:00:00,2026-09-19T12:00:00+02:00,230.0,5.0,600.0,SEK/MWh
