series,track,version,issued_at_local,target_utc,target_local,forecast,p10,p90,unit
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-17T22:00:00,2026-09-18T00:00:00+02:00,483.2853,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-17T23:00:00,2026-09-18T01:00:00+02:00,471.8022,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T00:00:00,2026-09-18T02:00:00+02:00,488.3558,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T01:00:00,2026-09-18T03:00:00+02:00,465.1522,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T02:00:00,2026-09-18T04:00:00+02:00,488.7816,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T03:00:00,2026-09-18T05:00:00+02:00,526.9331,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T04:00:00,2026-09-18T06:00:00+02:00,668.4122,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T05:00:00,2026-09-18T07:00:00+02:00,765.0575,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T06:00:00,2026-09-18T08:00:00+02:00,869.3965,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T07:00:00,2026-09-18T09:00:00+02:00,839.5413,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T08:00:00,2026-09-18T10:00:00+02:00,731.4057,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T09:00:00,2026-09-18T11:00:00+02:00,664.9156,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T10:00:00,2026-09-18T12:00:00+02:00,572.9351,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T11:00:00,2026-09-18T13:00:00+02:00,505.3427,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T12:00:00,2026-09-18T14:00:00+02:00,542.596,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T13:00:00,2026-09-18T15:00:00+02:00,585.0202,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T14:00:00,2026-09-18T16:00:00+02:00,726.0456,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T15:00:00,2026-09-18T17:00:00+02:00,849.0468,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T16:00:00,2026-09-18T18:00:00+02:00,929.4072,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T17:00:00,2026-09-18T19:00:00+02:00,758.0738,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T18:00:00,2026-09-18T20:00:00+02:00,698.6378,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T19:00:00,2026-09-18T21:00:00+02:00,548.4985,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T20:00:00,2026-09-18T22:00:00+02:00,538.58,,,SEK/MWh
power_price_SE1,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T21:00:00,2026-09-18T23:00:00+02:00,490.3355,,,SEK/MWh
power_price_SE2,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-17T22:00:00,2026-09-18T00:00:00+02:00,493.5479,,,SEK/MWh
power_price_SE2,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-17T23:00:00,2026-09-18T01:00:00+02:00,481.6448,,,SEK/MWh
power_price_SE2,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T00:00:00,2026-09-18T02:00:00+02:00,461.0287,,,SEK/MWh
power_price_SE2,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T01:00:00,2026-09-18T03:00:00+02:00,457.2017,,,SEK/MWh
power_price_SE2,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T02:00:00,2026-09-18T04:00:00+02:00,490.297,,,SEK/MWh
power_price_SE2,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T03:00:00,2026-09-18T05:00:00+02:00,529.1174,,,SEK/MWh
power_price_SE2,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T04:00:00,2026-09-18T06:00:00+02:00,620.2777,,,SEK/MWh
power_price_SE2,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T05:00:00,2026-09-18T07:00:00+02:00,728.0616,,,SEK/MWh
power_price_SE2,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T06:00:00,2026-09-18T08:00:00+02:00,864.7214,,,SEK/MWh
power_price_SE2,Echo,v0.1,2026-09-17T11:01:24.067651+02:00,2026-09-18T07:00:00,2026-09-18T09:00:00+02:00,837.0258,,,SEK/MWh
