series,issued_at_local,feature_row_utc,target_utc,target_local,horizon_h,forecast,p10,p90,published_at_issue,published_value,naive_same_hour_yesterday,unit
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-15T23:00:00,2026-09-16T01:00:00+02:00,1,12.8772,,,True,12.86,10.02,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T00:00:00,2026-09-16T02:00:00+02:00,2,12.8697,,,True,12.86,10.0,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T01:00:00,2026-09-16T03:00:00+02:00,3,12.8402,,,True,12.86,13.0,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T02:00:00,2026-09-16T04:00:00+02:00,4,12.8622,,,True,12.86,14.0,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T03:00:00,2026-09-16T05:00:00+02:00,5,12.9,,,True,12.86,15.0,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T04:00:00,2026-09-16T06:00:00+02:00,6,14.2134,,,True,14.26,14.0,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T05:00:00,2026-09-16T07:00:00+02:00,7,13.998,,,True,14.0,12.02,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T06:00:00,2026-09-16T08:00:00+02:00,8,15.0,,,True,15.0,12.26,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T07:00:00,2026-09-16T09:00:00+02:00,9,13.9894,,,True,14.0,12.0,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T08:00:00,2026-09-16T10:00:00+02:00,10,15.0,,,True,14.99,13.0,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T09:00:00,2026-09-16T11:00:00+02:00,11,16.9951,,,True,17.0,12.9,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T10:00:00,2026-09-16T12:00:00+02:00,12,15.0,,,True,14.99,12.9,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T11:00:00,2026-09-16T13:00:00+02:00,13,17.0,,,True,17.0,12.9,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T12:00:00,2026-09-16T14:00:00+02:00,14,17.0,,,True,17.0,13.0,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T13:00:00,2026-09-16T15:00:00+02:00,15,17.0,,,True,17.0,14.14,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T14:00:00,2026-09-16T16:00:00+02:00,16,21.0,,,True,21.0,13.63,EUR/MW
fcr_n_a1,2026-09-16T00:01:07.712880+02:00,2026-09-15T22:00:00,2026-09-16T15:00:00,2026-09-16T17:00:00+02:00,17,17.0017,,,True,17.0,12.9,EUR/MW
